id,log_price
5979389.0,4.31732702255249
13488121.0,5.633539199829102
8121643.0,4.5829997062683105
16490010.0,5.146071434020996
16274069.0,4.194241046905518
6421468.0,5.4005231857299805
14692747.0,4.183652400970459
6705158.0,4.6963348388671875
13016389.0,5.4546380043029785
18497489.0,5.294309616088867
20468187.0,4.726646423339844
18228267.0,4.381585597991943
13088369.0,4.730366230010986
11493530.0,5.068119049072266
16338618.0,4.181830406188965
5866656.0,5.309324741363525
12885658.0,4.586015224456787
18795525.0,5.013858318328857
6164467.0,4.627722263336182
20966516.0,5.3400139808654785
18674619.0,4.9250922203063965
465723.0,5.191408157348633
19887957.0,4.350101470947266
18312612.0,4.1738691329956055
17162200.0,4.442046642303467
14102563.0,4.412852764129639
24261.0,4.422680377960205
13522012.0,4.252538681030273
16194375.0,4.3691277503967285
3972267.0,5.0320658683776855
21141875.0,5.248955726623535
13573506.0,4.382445812225342
16315762.0,4.697790145874023
15222975.0,5.0393290519714355
16088162.0,4.1686177253723145
16707902.0,4.268296241760254
13642438.0,5.129417896270752
1262053.0,4.342160224914551
15346127.0,4.360008239746094
21165330.0,5.000997066497803
16347775.0,4.91631555557251
11114285.0,4.07572603225708
4840794.0,4.199929714202881
16218147.0,4.163808822631836
20654667.0,5.145322799682617
16546876.0,4.202130317687988
555979.0,4.424492835998535
10502523.0,3.9715092182159424
20761314.0,4.424950122833252
20493345.0,4.126364707946777
14844219.0,4.710141181945801
18775960.0,4.611475944519043
18491688.0,5.022749423980713
17048346.0,4.084299087524414
18326542.0,4.742995262145996
20074013.0,4.089643955230713
12057323.0,4.329362392425537
16677891.0,4.496711730957031
13529498.0,4.1454572677612305
17887664.0,4.367950439453125
19630122.0,4.08828592300415
16692528.0,4.730696678161621
14053000.0,4.523543357849121
16154904.0,4.294425964355469
8307606.0,4.261059761047363
3424943.0,5.28664493560791
19640412.0,5.165412902832031
20090756.0,5.241569519042969
12733044.0,4.088084697723389
20270141.0,4.6226806640625
14886663.0,4.490289688110352
17045621.0,4.101241111755371
1096966.0,4.185076713562012
4119345.0,4.500697612762451
6185114.0,4.206096172332764
19924621.0,4.140421390533447
4833384.0,4.616223335266113
8371626.0,4.893863201141357
13732842.0,4.140626907348633
