id,log_price
5979389.0,4.308030128479004
13488121.0,4.831589698791504
8121643.0,4.5280585289001465
16490010.0,4.368503570556641
16274069.0,5.066986083984375
6421468.0,4.278746128082275
14692747.0,4.1038408279418945
6705158.0,5.434198379516602
13016389.0,4.742105484008789
18497489.0,4.955265045166016
20468187.0,4.334643840789795
18228267.0,5.764054298400879
13088369.0,5.3469061851501465
11493530.0,4.643453121185303
16338618.0,4.86679744720459
5866656.0,4.281159400939941
12885658.0,4.50704288482666
18795525.0,5.071358680725098
6164467.0,5.073393821716309
20966516.0,4.785210132598877
18674619.0,4.209519863128662
465723.0,4.182074546813965
19887957.0,4.29133415222168
18312612.0,5.083348751068115
17162200.0,4.289233207702637
14102563.0,4.631389141082764
24261.0,4.020926475524902
13522012.0,4.488622665405273
16194375.0,4.724394798278809
3972267.0,5.145559787750244
21141875.0,4.68349552154541
13573506.0,5.451950550079346
16315762.0,5.642991065979004
15222975.0,4.1588826179504395
16088162.0,4.953165531158447
16707902.0,4.1780853271484375
13642438.0,4.5220046043396
1262053.0,4.645662307739258
15346127.0,4.169693470001221
21165330.0,5.11828088760376
16347775.0,5.102800369262695
11114285.0,4.410227298736572
4840794.0,4.272208213806152
16218147.0,4.461090087890625
20654667.0,4.178860664367676
16546876.0,4.748508930206299
555979.0,4.213508605957031
10502523.0,5.311131477355957
20761314.0,4.166708469390869
20493345.0,4.251263618469238
14844219.0,3.9333314895629883
18775960.0,5.122030735015869
18491688.0,4.88198709487915
17048346.0,4.34641695022583
18326542.0,4.883488178253174
20074013.0,3.59454607963562
12057323.0,4.3115386962890625
16677891.0,5.559455871582031
13529498.0,4.8069167137146
17887664.0,4.978017330169678
19630122.0,4.774979114532471
16692528.0,5.019690990447998
14053000.0,5.17959451675415
16154904.0,4.3699822425842285
8307606.0,4.295040607452393
3424943.0,4.656035423278809
19640412.0,4.886347770690918
20090756.0,4.892698287963867
12733044.0,4.068022727966309
20270141.0,5.228600978851318
14886663.0,4.394543170928955
17045621.0,5.243266582489014
1096966.0,5.138913631439209
4119345.0,5.03492546081543
6185114.0,4.251899719238281
19924621.0,4.305727958679199
4833384.0,4.570471286773682
8371626.0,4.560795783996582
13732842.0,5.194611072540283
6370889.0,5.578890800476074
20437726.0,6.005890846252441
3258696.0,5.39031457901001
10861201.0,6.110973358154297
15453102.0,4.287374973297119
1255826.0,5.3893046379089355
1257025.0,4.08446741104126
1649720.0,5.138299942016602
14185610.0,5.597941875457764
6019661.0,4.619483470916748
